Street,Address,rent_cold,additional_cost,free_from,distance,gadgets,female_roommates,male_roommates,divers_roommates,room_description,location_description,flat_live,additional,smoker,accessible,kind_of_flat,Url,type,district,size,price,link
Lauchstädterstraße 29,04229 Leipzig Plagwitz,360,60,26.07.2023,2,"Waschmaschine,Spülmaschine,Balkon,Keller,Aufzug",1,0,0," Schönes helles Zimmer in Kanalnähe. Das Zimmer bleibt so wie es ist. Den Großteil meiner Klamotten werde ich ausräumen und auch so ein wenig Platz schaffen, damit du dein Zeug verstauen kannst :)Das e-piano darf auch sehr gerne bespielt werden. Bettzeug stelle ich. Zimmer kann abgeschlossen werden."," In 2 Minuten ist man auf der Karl-Heine-Straße, die viele Bars, schnuckelige Cafés, Geschäfte und vieles mehr bietet. Bus und Tram fahren quasi direkt vor der Tür (2 Minuten Fußweg).  
 Einmal um die Ecke gegangen ist man am wunderschönen Karl-Heine-Kanal, wunderbar zum joggen oder um Abends ein Bierchen in derSonne zu schlürfen. Auch kulturmäßig hat der Kiez vieles zu bieten (Kinos, die Baumwollspinnerei, Felsenkeller, Clubs&co).","Wir sind eine entspannte 2er WG bestehend aus Paula (23) und mir Emilia (24). Du würdest in der Zeit mit Paula zusammenleben. Sie ist offen, kommunikativ, unkompliziert und unterhaltsam. Die meiste Zeit wird sie im Sommer wohl auf unserem Sonnenbalkon verbringen :)
 Auch Paula wird nicht die ganze Zeit in Leipzig sein, sodass du die Wohnung teilweise ganz für dich haben wirst."," Du bekommst natürlich deinen eigenen Schlüssel. Und es wäre schön, wenn du dich in meiner Abwesenheit um die Pflanzen kümmern könntest.",1.0,0,Studenten-WG,https://www.wg-gesucht.de/wg-zimmer-in-Leipzig-Plagwitz.9378294.html,2er WG,Plagwitz,    18,420 ,https://www.wg-gesucht.de/wg-zimmer-in-Leipzig-Plagwitz.9378294.html
Wasserberg,06712 Leipzig Zeitz,150,50,27.06.2023,5,Waschmaschine,2,1,0," Deutsch weiter unten. 
 To rooms to let. The rooms are unfurbished. 
 The apartment is on the parter without elevator. It comprises approx. 80 sqm divided into 4 rooms, kitchen, bath with toilet and daylight, hallway. 
 The apartment is heated by CENTRAL heating. A broadband cable and telephone connection is available. 
 The room is not furnished. 
 Zwei Räume zu vermieten. Die Räume sind unmöbliert. 
 Bahnhof Zeitz, Öffentliche Verkehrsmittel erreichbarin Fußnähe  
 Das Apartment befindet sich im Erdgeschoß. Es umfasst ca. 80 qm aufgeteilt in 4 Zimmer, Küche, Duschbad mit Toilette und Tageslicht, Diele und Abstellraum. 
 Die Beheizung der Wohnung erfolgt über Gas. Ein Breitbandkabel- und Telefonanschluss ist vorhanden.  
 Der Raum ist nicht möbliert."," Das Zimmer ist in der Residenzstadt Zeitz 40 S-Bahnminuten von Leipzig entfernt. Kosten der Bahn: 49,00 EURO pro Monat.",WG wird gerade aufgebaut,,0.0,0,"Zweck-WG, Studenten-WG, Frauen-WG, gemischte WG",https://www.wg-gesucht.de/wg-zimmer-in-Leipzig-Zeitz.7946634.html,4er WG,Zeitz,    10,200 ,https://www.wg-gesucht.de/wg-zimmer-in-Leipzig-Zeitz.7946634.html
Kreuzstr.,04103 Leipzig Zentrum-Ost,180,310,01.07.2023,5,"Waschmaschine,Spülmaschine,Gartenmitbenutzung,Aufzug",1,1,0," Furnished beautiful room , about 15 square meters, for SUBLETTING for 1 person (no animal), within a 10-minute-walk to UNIVERSITY, GEWANDHAUS, OPER, CENTRALSTATION 
 - in a 250sqm quiet apartment in a renovated beautiful Art Nouveau building, with elevator, with stucco, parquet, 2 bathrooms, extra Guest toilet, huge hallway, kitchen, dining room, storage space for bicycles in the yard  
 - in the Graphic Quarter (opposite the old Reclam publishing house with a view of Goethe/Schiller, the Schumann House, the Leipzig sky and the film location of ""Soko Leipzig"")
 - is looking for a new subtenant (ready to move in only with a suitcase),  
 - dishwasher, washing machine, laundry drying in the large attic, fully equipped kitchen are provided 
 The costs for the cleaning lady who regularly cleans the common areas, and the additional costs for electricity and internet are already included. In addition to sympathy,  the desire for aesthetics, order, cleanliness of the common areas and considerate interactions with each otheris required.  For applications, please write to soono(at)gmx.net with as muchdetailed information as possible, including personal information. 
 UNTERMIETE 
 Möbliertes schönes Zimmer, ca. 15 qm, zur UNTERVERMIETUNG für 1 Person (keine Tiere), 10 Gehminuten von UNIVERSITÄT, GEWANDHAUS, OPER, HAUPTBAHNHOF entfernt 
 - in einer 250qm ruhigen Wohnung in einem renovierten schönen Jugendstilgebäude, mit Aufzug, mit Stuck, Parkett, 2 Bädern, extra Gäste-WC, riesigem Flur, Küche, Esszimmer, Abstellmöglichkeit für Fahrräder im Hof 
 - im Grafischen Viertel (in der Nähe vom alten Reclam-Verlag mit Blick auf Goethe/Schiller, das Schumann-Haus, den Leipziger Himmel und den Drehort von „Soko Leipzig“) 
 - sucht einen neuen Untermieter (bezugsfertig nur mit Koffer, also ""löffelfertig""), 
 - Geschirrspüler, Waschmaschine, Wäschetrockner im großen Dachgeschoss und voll ausgestattete Küche sind vorhanden 
 Die Kosten für die Putzfrau, die regelmäßig die Gemeinschaftsräume reinigt, sowie die Nebenkosten für Strom und Internet sind bereits enthalten. Gefordert ist neben Sympathie der Wunsch nach Ästhetik, Ordnung, Sauberkeit der Gemeinschaftsräume und rücksichtsvoller Umgang miteinander. 
 Bewerbungen bitte an Soono(at)gmx.net mit möglichst detaillierten auch persönlichen Angaben.",,,,0.0,0,,https://www.wg-gesucht.de/wg-zimmer-in-Leipzig-Zentrum-Ost.1553994.html,3er WG,Zentrum-Ost,    15,490 ,https://www.wg-gesucht.de/wg-zimmer-in-Leipzig-Zentrum-Ost.1553994.html
Kreuzstr.,04103 Leipzig Zentrum-Ost,260,330,01.07.2023,5,"Waschmaschine,Spülmaschine,Gartenmitbenutzung,Aufzug",1,1,0," Furnished beautiful room , about 35 square meters, for SUBLETTING for 1 person (no animal), within a 10-minute-walk to UNIVERSITY, GEWANDHAUS, OPER,  CENTRALSTATION 
 - in a 250sqm quiet flat in a renovated beautiful Art Nouveau building, with elevator, with stucco, parquet, 2 bathrooms, extra Guest toilet, huge hallway, kitchen, dining room, storage space for bicycles in the yard  
 - in the Graphic Quarter (opposite the old Reclam publishing house with a view of Goethe/Schiller, the Schumann House, the Leipzig sky and the film location of ""Soko Leipzig"")
 - is looking for a new subtenant (ready to move in only with a suitcase),  
 - dishwasher, washing machine, laundry drying in the large attic, fully equipped kitchen are provided 
 The costs for the cleaning lady who regularly cleans the common areas, and the additional costs for electricity and internet are already included. In addition to sympathy,  the desire for aesthetics, order, cleanliness of the common areas and considerate interactions with each otheris required. 
 For applications,please write to soono(at)gmx.net with as much detailed included personal  information as possible. 
 zur UNTERMIETE 
 Möbliertes schönes Zimmer, ca. 35 qm, mit großem Erker, zur UNTERVERMIETUNG für 1 Person ohne Tiere, 10 Gehminuten von Universität, Gewandhaus, Oper, Bahnhof entfernt 
 - in einer 250qm ruhigen Wohnung in einem renovierten schönen Jugendstilgebäude, mit Aufzug, mit Stuck, Parkett,  
