Street,Address,rent_cold,additional_cost,free_from,distance,gadgets,female_roommates,male_roommates,divers_roommates,room_description,location_description,flat_live,additional,smoker,accessible,kind_of_flat,Url,type,district,size,price,link
Ploßstraße 11,04347 Leipzig Schönefeld-Abtnaundorf,358,0,01.08.2023,3,"Waschmaschine,Spülmaschine,Balkon,Keller",1,0,0," Das Zimmer hat ca 15m². Zwischen deinem und meinem Zimmer liegt das Badezimmer, was sehr praktisch wegen eventueller Lautstärke ist! 
 Es gibt eine Spülmaschine, eine Badewanne, so wie einen Balkon."," ÖPNV ist sehr schnell erreichbar, die Station Stöckelstraße bietet zwei Buslinien (70, 90) und eine Tramlinie (1). 
 Rewe und Netto sind in 5 Minuten zu erreichen, Rossmann und weitere Supermärkte in ca 15 Minuten. 
 Es gibt Imbisse, Cafés etc in der Nähe, aber man kommt auch recht schnell zur Eisi falls man mal ein bisschen mehr Auswahl braucht. 
 Der Mariannenpark ist auch ums Eck und einen See gibt's auch in der Nähe!","Ich bin Tabea, 25 Jahre und vor kurzem mit meiner Ausbildung zur Logopädin fertig geworden. 
 Meine aktuelle Mitbewohnerin, mit welcher ich mich super verstehe, hat Lust auf eine größere WG, daher suche ich dich!:) 
 Ich spiele super gerne Tischtennis,bin in einer Improtheatergruppe und gehe Schwimmen und manchmal zum Pilates. 
 Aktuell gibt's hier keinen Putzplan, hätte aber Lust auf einen. 
 Das Zusammenleben stelle ich mir so vor, dass dass jede Person sich frei fühlt in der Wohnung bewegen zu können und man sich auch mal zum quatschen in die Küche setzt, oder zum gemeinsamen Netflixen in ein Zimmer. Oder spazieren/feiern/Tischtennis was auch immer :) Ich brauche aber auch Zeit für mich alleine und nicht jeden Tag das WG-Leben. Austausch ist mir trotzdem super wichtig und dass wir uns unterhalten können."," In der Miete ist alles (auch Strom und Wifi) enthalten. 
 Je nachdem ob du befreit bist oder nicht kommt noch die Rundfunkgebühr dazu. 
 Falls du erst Mitte August einziehen kannst, würde es fast noch besser passen, aber das können wir gern nochmal persönlich besprechen, wir finden auf jeden Fall eine Lösung!",1.0,0,"Studenten-WG, Frauen-WG, keine Zweck-WG, gemischte WG, Vegetarisch/Vegan",https://www.wg-gesucht.de/wg-zimmer-in-Leipzig-Schoenefeld-Abtnaundorf.10187833.html,2er WG,Schönefeld-Abtnaundorf,    15,358 ,https://www.wg-gesucht.de/wg-zimmer-in-Leipzig-Schoenefeld-Abtnaundorf.10187833.html
